3.0000000000	2.0000000000	1.6000000000	1.4000000000	1.2000000000	1.0000000000
735715.0034722223	145.4127149983	785.2730035917	667.6209680882	1195.1921197554	8462.6097555319
735715.0104166667	379.6275520273	1043.4349129376	747.0526380107	2350.2450342782	8274.5616111796
735715.0173611111	195.7338552389	1881.5847894625	1445.2226113626	2240.4908861102	12507.7513200522
735715.0243055556	396.8527067922	1895.5343086498	1684.1994531574	4377.8517313083	13407.8160586039
735715.0312500000	396.8527067922	3070.7545931801	2748.2213754306	6103.9294593986	11552.3898324638
735715.0381944445	295.6039316791	994.3864427159	984.5356608684	3429.6140412637	8563.6453392702
735715.0451388889	546.2177957983	3097.6951993435	2423.0201917880	3792.6777186369	8911.9882484027
735715.0520833334	460.3943588394	1714.6925933139	2733.9047866044	6028.8003985820	19039.2947792696
735715.0590277778	410.9194724316	977.1643009981	2733.9047866044	6028.8003985820	11449.4102531548
735715.0659722223	458.9337544531	3273.1433154243	2209.3073086376	6485.6598802585	13152.1805751280
735715.0729166667	426.8711887404	2013.6835731948	2312.5398548025	3806.7411919632	8494.7502368622
735715.0798611111	246.5312653153	2369.1932154625	1933.4593273141	3341.9006863961	6917.0371268142
735715.0868055556	252.6141130413	1422.4449780036	939.1327195435	1497.1312406826	7773.9758739304
735715.0937500000	265.9928484057	4080.0635233230	275.0177976060	1417.6667343777	5069.7307666913
735715.1006944445	327.9509251742	1401.9264114191	1003.1326802745	2154.1652855475	6050.5038130295
735715.1076388889	3387.7626519368	2113.0341595479	1408.6467390709	2711.7497984737	12722.5689359598
735715.1145833334	638.0244315794	1199.0411502241	659.2523383117	1129.7459166822	5006.0712441692
735715.1215277778	249.3132391296	1110.2715168558	539.1410612585	2800.4339706141	5704.3120188175
735715.1284722223	391.7413363864	2069.5422348834	430.4360367527	1500.9425980392	9838.1440647025
735715.1354166667	289.2306560248	1144.5749512955	569.3478302779	1480.2813232620	4544.0456563755
735715.1423611111	289.2306560248	1289.9277613312	569.3478302779	1480.2813232620	7533.4381133450
735715.1493055556	153.9254052339	1353.5897006922	893.5797280044	2029.0725879500	6792.4604529833
735715.1562500000	153.9254052339	1095.5770948719	893.5797280044	1849.0468377221	3344.4165260129
735715.1631944445	194.4060960189	1184.3122403932	772.8496682750	1157.6796120860	8519.4120094233
735715.1701388889	246.6942436790	1240.1759434611	492.6726814065	836.5019763637	3277.3621387609
735715.1770833334	664.6255290933	1697.0092287788	1710.2409296305	1354.9515279728	4082.9883352922
735715.1840277778	1437.6040049993	1697.0092287788	688.4128687676	1133.0467240014	3361.2359333186
735715.1909722223	252.5726967782	1125.3324596886	667.7992133738	1925.8861299892	4142.6961982863
735715.1979166667	480.8379826303	1743.1790676403	511.9155205476	1605.1145287735	3562.5152396884
735715.2048611111	434.8705332390	1596.4725350858	1423.7061650536	1753.2598054991	4037.3164092692
735715.2118055556	475.7474630163	1895.1714754990	1214.2851123893	3308.7816340468	5777.6993082488
735715.2187500000	199.9195471659	1334.6450015444	890.2254926552	1108.1258113000	4454.7773084177
735715.2256944445	486.1165056434	1584.2886018597	621.3655331398	1560.1438530146	4307.4817625330
735715.2326388889	543.4680400616	1224.4315727384	1410.7835119178	1046.2290475137	1730.9119707035
735715.2395833334	387.5091677189	3092.5255708006	772.0647108667	2268.2049897469	2267.0889381491
735715.2465277778	297.4743707039	1953.8674903491	1062.2104325226	1878.9229814958	3463.8103463751
735715.2534722223	688.8396318809	2138.3666307441	729.3506031721	1538.4292661134	3043.5734913971
735715.2604166667	341.4591239629	2334.9346690319	1256.8719486262	1088.2675717752	3221.2682576935
735715.2673611111	257.9919529205	2384.4894871614	1256.8719486262	2022.5212830646	3221.2682576935
735715.2743055556	1358.8901598356	1987.0572418279	813.7581188751	2030.6342282792	6600.6980986026
735715.2812500000	374.3173125216	1884.7447978952	1293.5274182623	3920.6472477730	5764.2338565953
735715.2881944445	466.0708961628	2079.3085632746	1764.2611937111	3080.6244552174	6892.6399332422
735715.2951388889	617.2776199588	1194.7174157045	1907.1385217727	3762.8597293708	8187.3563400236
735715.3020833334	218.0651715667	1974.6072770013	2127.8265860800	3201.6670902928	7511.0102516775
735715.3090277778	218.0651715667	1974.6072770013	1875.2754203809	1707.5476892149	7511.0102516775
735715.3159722223	195.6444059566	2400.3680949468	2439.4992767087	2068.0412008985	7452.8610071368
735715.3229166667	328.9948980674	2345.4582609737	1798.4559166451	1529.1500181991	4687.4812024724
