3.0000000000	2.0000000000	1.6000000000	1.4000000000	1.2000000000	1.0000000000
735695.0034722223	71.1751040038	594.0815537513	284.0568953290	465.6435920080	1426.2212618816
735695.0104166667	237.7745647210	515.6172927976	387.5526521750	580.2666682146	955.0826249084
735695.0173611111	219.7483155808	440.9191270771	433.8612288279	273.0789597714	1039.1557097048
735695.0243055556	208.4669556367	775.9379130989	659.0872572557	410.4385769111	727.6803447870
735695.0312500000	208.4669556367	465.8396669416	576.0956070936	410.4385769111	698.2891341057
735695.0381944445	151.1079968926	749.3885251648	289.6921496817	552.4466402376	895.3561864551
735695.0451388889	148.9412763067	658.7928711335	184.5882696840	415.4091368804	943.1001143201
735695.0520833334	242.9755809500	1038.1577464169	200.8191041634	449.8263701661	681.4644773152
735695.0590277778	378.0481137792	1027.8912998720	200.8191041634	292.9542217326	1108.1119279798
735695.0659722223	270.6617459643	521.9782826168	65.1089778104	651.2871266014	1623.4234148857
735695.0729166667	219.9016004402	425.8424742568	125.5846261822	271.1962495791	404.3014395722
735695.0798611111	141.1401134522	444.9395416341	180.0889151897	267.7857783449	991.6257943749
735695.0868055556	197.1830498931	588.6210750007	138.4091889773	185.1371034846	609.5169138644
735695.0937500000	157.2152135335	849.3938630239	722.1382417086	620.8575379537	1260.9267645968
735695.1006944445	353.1520246108	416.8755970575	123.8491438950	194.0954001207	617.9876254218
735695.1076388889	78.0304949318	571.9079894241	193.5420567549	192.1968753253	1345.4913981348
735695.1145833334	248.4518583263	473.8360904727	411.8402793790	514.4069946301	546.1488230046
735695.1215277778	309.4719294567	604.7683936350	245.2220524215	589.1198703130	466.0606232272
735695.1284722223	224.1882614692	622.9821064846	249.5467101466	353.3292632390	634.5782975942
735695.1354166667	314.6628316352	486.5497394227	282.1337667215	505.8038857539	1504.8235004017
735695.1423611111	102.9165351031	384.9250158795	130.6109415055	350.4890589911	942.4087182452
735695.1493055556	122.5177012435	695.8022695992	153.4827344432	458.2453726624	469.8204965198
735695.1562500000	95.2475575671	695.8022695992	216.3747510680	536.4970716121	872.5471182005
735695.1631944445	165.9805678660	853.0633994963	360.7203636161	493.0156028817	1214.3222581414
735695.1701388889	156.3587910032	597.6797876716	206.2774601618	472.5855566066	740.9460065867
735695.1770833334	172.9016401880	660.6042756410	231.7232883654	687.3367772911	776.0647173255
735695.1840277778	202.0210389346	660.6042756410	299.9739718258	854.8019110500	855.7687965742
735695.1909722223	394.9596215634	723.6692945352	300.9781697553	524.7597209451	1852.6865829746
735695.1979166667	93.8174189561	597.2055707458	131.9155643388	472.8029033042	1007.9318564390
735695.2048611111	238.5354173716	629.7049477135	441.8886149234	517.5216444785	966.2853401906
735695.2118055556	260.4286454943	868.1179389463	308.9080293498	811.7614765646	1309.0094421305
735695.2187500000	114.1188535825	914.1633880590	195.8424392507	688.2702113137	1330.5647459858
735695.2256944445	43.7924436981	577.2376686189	249.7715204793	455.0505834924	1401.9760576148
735695.2326388889	217.8126935016	1026.8942991534	358.3814747924	1009.8419986681	1629.0513895222
735695.2395833334	210.4867137941	645.6820256460	230.3499366467	486.7960056834	1633.5236125744
735695.2465277778	99.2502722333	506.1449856224	209.1144780916	500.0650508118	817.3010078505
735695.2534722223	217.6688366489	566.6867465632	99.0518516016	582.8909174660	968.0264020251
735695.2604166667	83.9581578554	872.9811476562	454.1644926966	202.2012931134	536.1415257400
735695.2673611111	83.9581578554	872.9811476562	383.6358053466	947.2924617895	393.7462556481
735695.2743055556	122.0221689133	663.2127796990	191.5849089725	481.6545067330	1536.8274732188
735695.2812500000	165.6329036040	501.6294054377	159.5664985819	1318.9719174674	1536.8274732188
735695.2881944445	172.3682066974	874.7956149696	734.3631130057	704.6248236606	1030.0783623806
735695.2951388889	198.4119015993	2053.0388765610	894.4551959668	750.2795603325	4296.4156455459
735695.3020833334	149.3826840262	1728.0463213158	463.6501827297	1129.7177964006	3556.9153140537
735695.3090277778	481.5099269920	2469.3603972685	629.2289895698	1293.0185627618	2710.5220576589
735695.3159722223	699.2086255784	2569.1662200702	300.2356805911	3465.9294924898	1716.1909242314
735695.3229166667	431.4545744195	4119.8480172342	1586.8079037122	1292.4186890793	3935.5772109826
735695.3298611111	780.7275167736	4368.0500188083	1359.5499349058	1333.6614924493	3498.2072741374
735695.3368055556	858.3896420627	1840.0225843839	399.7915320116	788.4055609459	1652.5518374629
735695.3437500000	514.5096247744	1693.7330147647	1004.3627621455	851.6639000758	3731.5053852450
735695.3506944445	656.3382043387	1031.1955786645	1134.4761614219	589.8362256410	2034.0718590288
735695.3576388889	443.5830673622	950.8850539423	439.1865396974	680.4541090408	2581.9336657516
735695.3645833334	278.4950883030	1943.1817401889	616.9274415343	254.5782996381	3486.4362836667
735695.3715277778	177.6914233163	1964.0971748803	622.4799700727	1039.6506159458	3784.0479575547
735695.3784722223	154.1220426342	2268.4196749676	543.3443369811	1103.1821750280	2830.2380189273
735695.3854166667	165.3772723700	1712.2507314615	258.1318534104	574.7552314669	2365.4136774706
735695.3923611111	70.8418211839	2214.4090192628	295.7491142192	786.7076693251	2443.0744866526
735695.3993055556	233.7084721698	1809.7236877141	766.8643834137	1191.0513201190	2267.0696082783
735695.4062500000	274.8713901028	1473.6067678770	550.5526196625	792.0933283123	4116.1388220936
735695.4131944445	178.9410163171	1261.6373129727	449.6206356493	1012.5608421835	2502.2253023673
735695.4201388889	155.9635818501	1616.9244707773	173.5952938007	1012.5608421835	2863.4368164753
735695.4270833334	351.3238694280	874.8297574283	1257.9623852503	789.3262473535	2176.5858230867
735695.4340277778	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
735695.4409722223	68.6244574475	233.1924224792	461.2314992348	985.5394381892	2284.1387330471
735695.4479166667	150.9648527935	2450.7597506235	1541.3625806533	2541.3945499890	4729.4065203784
735695.4548611111	170.5573306049	2191.3139850790	976.6915223692	1113.5294421321	4514.3770689832
735695.4618055556	293.7953260841	2073.4826970224	1339.4514532219	2158.2529080391	5436.3171799400
735695.4687500000	318.6945350684	2349.3387293035	1298.1477753182	1930.6479002671	5505.1916064598
735695.4756944445	284.2637294783	1654.0443486463	1128.9235430485	1157.7656919804	3824.5190031381
735695.4826388889	351.8340102205	2834.7201596377	1050.2094623762	1091.2373873218	5876.4940611897
735695.4895833334	258.7669382860	1324.4013872748	588.8781401670	1298.9715852531	3835.1978732227
735695.4965277778	457.5927561557	2683.9512924566	942.4442868164	1097.5358665427	7937.3468654051
735695.5034722223	126.8955316170	2358.0554854499	979.9121382344	1983.8179349209	5515.5360136707
735695.5104166666	221.3593075986	1455.0872251390	1466.4822206543	1516.3098931104	5522.3129819745
735695.5173611111	185.3461293003	1393.5750256409	1956.9662741328	1085.7986798899	5518.1320340230
735695.5243055555	159.0619718517	1671.0796405472	973.8824572213	951.4000815066	4020.3127030994
735695.5312500000	138.7923509266	1737.8738897539	1201.6488454266	1401.8942785684	2649.1963723887
735695.5381944444	136.7362482356	1604.4045159110	969.5022399070	1443.6751615812	6205.9053616559
735695.5451388889	135.6569614398	2106.3337249871	1103.5709444810	1257.9357899545	2862.3277731985
735695.5520833333	174.9725483355	1766.6475041856	1572.0283754381	1296.6774973313	2376.5419596946
735695.5590277778	102.0856074882	2737.2539387073	1132.2786471005	781.9099107955	2564.2042749504
735695.5659722223	160.7544159641	2135.1382811136	1392.6108609353	607.5987455057	3935.0075854784
