20060101001500	NaN	NaN
20060101004500	NaN	NaN
20060101011500	NaN	NaN
20060101014500	NaN	NaN
20060101021500	NaN	NaN
20060101024500	NaN	NaN
20060101031500	NaN	NaN
20060101034500	NaN	NaN
20060101041500	NaN	NaN
20060101044500	NaN	NaN
20060101051500	NaN	NaN
20060101054500	NaN	NaN
20060101061500	NaN	NaN
20060101064500	NaN	NaN
20060101071500	NaN	NaN
20060101074500	NaN	NaN
20060101081500	NaN	NaN
20060101084500	NaN	NaN
20060101091500	NaN	NaN
20060101094500	NaN	NaN
20060101101500	NaN	NaN
20060101104500	NaN	NaN
20060101111500	NaN	NaN
20060101114500	NaN	NaN
20060101121500	NaN	NaN
20060101124500	NaN	NaN
20060101131500	NaN	NaN
20060101134500	NaN	NaN
20060101141500	NaN	NaN
20060101144500	NaN	NaN
20060101151500	0.78	-4.06
20060101154500	0.91	-4.03
20060101161500	0.92	-3.98
20060101164500	0.87	-3.89
20060101171500	0.87	-3.8
20060101174500	0.94	-3.73
20060101181500	1.01	-3.66
20060101184500	1.08	-3.6
20060101191500	1.03	-3.52
20060101194500	0.99	-3.43
20060101201500	0.97	-3.32
20060101204500	0.85	-3.17
20060101211500	0.77	-2.99
20060101214500	0.88	-2.76
20060101221500	0.81	-2.54
20060101224500	0.91	-2.34
20060101231500	0.83	-2.11
20060101234500	0.75	-1.91
20060102001500	0.82	-1.77
20060102004500	0.8	-1.61
20060102011500	0.86	-1.47
20060102014500	0.74	-1.39
20060102021500	0.68	-1.33
20060102024500	0.75	-1.24
20060102031500	0.65	-1.2
20060102034500	0.66	-1.17
20060102041500	0.61	-1.15
20060102044500	0.71	-1.14
20060102051500	0.69	-1.13
20060102054500	0.65	-1.1
20060102061500	0.62	-1.13
20060102064500	0.67	-1.17
20060102071500	0.6	-1.21
20060102074500	0.58	-1.26
20060102081500	0.63	-1.28
20060102084500	0.62	-1.23
20060102091500	0.6	-1.18
20060102094500	0.57	-1.15
20060102101500	0.75	-1.38
20060102104500	1.21	-2.11
20060102111500	1.28	-2.36
20060102114500	1.33	-2.43
20060102121500	NaN	NaN
20060102124500	NaN	NaN
20060102131500	1.06	-2.73
20060102134500	1.03	-2.79
20060102141500	0.95	-2.92
20060102144500	0.94	-3.02
20060102151500	0.96	-3
20060102154500	1.02	-2.9
20060102161500	0.92	-2.69
20060102164500	0.8	-2.49
20060102171500	0.6	-2.41
20060102174500	0.6	-2.35
20060102181500	0.56	-2.24
20060102184500	0.51	-2.11
20060102191500	0.54	-2.01
20060102194500	0.44	-1.97
20060102201500	0.48	-2.07
20060102204500	0.58	-2.27
20060102211500	NaN	NaN
20060102214500	NaN	NaN
20060102221500	NaN	NaN
20060102224500	NaN	NaN
20060102231500	NaN	NaN
20060102234500	NaN	NaN
20060103001500	NaN	NaN
20060103004500	NaN	NaN
20060103011500	NaN	NaN
20060103014500	NaN	NaN
20060103021500	NaN	NaN
20060103024500	NaN	NaN
20060103031500	NaN	NaN
20060103034500	NaN	NaN
20060103041500	NaN	NaN
20060103044500	NaN	NaN
20060103051500	NaN	NaN
20060103054500	NaN	NaN
20060103061500	NaN	NaN
20060103064500	NaN	NaN
20060103071500	NaN	NaN
20060103074500	NaN	NaN
20060103081500	NaN	NaN
20060103084500	0.42	-2.85
20060103091500	0.4	-2.82
20060103094500	0.37	-2.85
20060103101500	0.28	-2.81
20060103104500	0.29	-2.69
20060103111500	0.29	-2.58
20060103114500	0.19	-2.5
20060103121500	0.22	-2.51
20060103124500	0.29	-2.59
20060103131500	0.24	-2.66
20060103134500	0.24	-2.81
20060103141500	0.32	-2.88
20060103144500	0.45	-2.89
20060103151500	0.52	-2.88
20060103154500	0.52	-2.92
20060103161500	0.4	-2.95
20060103164500	0.4	-2.97
20060103171500	0.42	-2.73
20060103174500	0.38	-2.09
20060103181500	0.47	-2
20060103184500	0.45	-1.92
20060103191500	0.46	-1.85
20060103194500	0.45	-1.86
20060103201500	0.51	-1.84
20060103204500	0.55	-1.82
20060103211500	0.53	-1.87
20060103214500	0.61	-1.83
20060103221500	0.56	-1.89
20060103224500	0.57	-1.9
20060103231500	0.5	-1.94
20060103234500	0.45	-1.95
20060104001500	0.46	-1.96
20060104004500	0.49	-1.98
20060104011500	0.55	-2.06
20060104014500	0.51	-1.98
20060104021500	0.51	-2
20060104024500	0.52	-2.03
20060104031500	0.51	-2.16
20060104034500	0.46	-2.21
20060104041500	0.51	-2.16
20060104044500	0.51	-2.23
20060104051500	0.51	-2.25
20060104054500	0.41	-2.32
20060104061500	0.41	-2.36
20060104064500	0.49	-2.28
20060104071500	0.5	-2.43
20060104074500	0.44	-2.51
20060104081500	0.39	-2.65
20060104084500	0.31	-2.74
20060104091500	0.31	-2.65
20060104094500	0.34	-2.74
20060104101500	0.31	-2.68
20060104104500	0.27	-2.58
20060104111500	0.3	-2.51
20060104114500	0.24	-2.4
20060104121500	0.24	-2.42
20060104124500	0.28	-2.45
20060104131500	0.23	-2.62
20060104134500	NaN	NaN
20060104141500	NaN	NaN
20060104144500	0.19	-2.89
20060104151500	0.2	-2.64
20060104154500	0.11	-2.52
20060104161500	0.13	-2.73
20060104164500	0.14	-2.72
20060104171500	0.11	-2.48
20060104174500	0.21	-2.63
20060104181500	0.18	-2.66
20060104184500	0.12	-2.54
20060104191500	0.12	-3
20060104194500	0.11	-3.42
20060104201500	0.48	-3.64
20060104204500	0.26	-3.66
20060104211500	0.2	-3.74
20060104214500	0.1	-3.78
20060104221500	0.25	-4.03
20060104224500	0.27	-4.42
20060104231500	0.45	-4.65
20060104234500	0.52	-5.03
20060105001500	0.56	-5.29
20060105004500	0.7	-5.38
20060105011500	0.81	-5.6
20060105014500	1.23	-6.05
20060105021500	1.01	-6.49
20060105024500	0.76	-6.65
20060105031500	0.78	-6.35
20060105034500	0.85	-6.28
20060105041500	0.74	-6.23
20060105044500	0.83	-6.33
20060105051500	0.78	-6.68
20060105054500	0.71	-6.71
20060105061500	0.66	-6.61
20060105064500	0.72	-6.54
20060105071500	0.86	-6.63
20060105074500	0.77	-6.65
20060105081500	0.86	-6.73
20060105084500	0.76	-6.61
20060105091500	0.76	-6.28
20060105094500	0.8	-6.04
20060105101500	0.83	-5.92
20060105104500	0.74	-5.72
20060105111500	0.72	-5.53
20060105114500	0.65	-4.96
20060105121500	0.6	-4.62
20060105124500	0.64	-4.31
20060105131500	1.64	-4.18
20060105134500	2.22	-4.11
20060105141500	1.07	-4.16
20060105144500	0.89	-4.33
20060105151500	0.98	-4.28
20060105154500	0.96	-4.3
20060105161500	0.91	-4.26
20060105164500	0.91	-4
20060105171500	0.79	-3.93
20060105174500	0.84	-3.82
20060105181500	0.81	-3.81
20060105184500	0.7	-3.7
20060105191500	0.69	-3.54
20060105194500	0.67	-3.34
20060105201500	0.64	-3.25
20060105204500	0.5	-3.22
20060105211500	0.45	-3.18
20060105214500	0.47	-3.17
20060105221500	0.4	-3.19
20060105224500	0.36	-3.12
20060105231500	0.31	-3.03
20060105234500	0.26	-3
20060106001500	0.16	-2.89
20060106004500	0.17	-2.8
20060106011500	0.14	-2.72
20060106014500	0.13	-2.69
20060106021500	0.08	-2.69
20060106024500	0.08	-2.65
20060106031500	0.05	-2.63
20060106034500	0.1	-2.63
20060106041500	0.05	-2.6
20060106044500	0.02	-2.57
20060106051500	0.02	-2.54
20060106054500	0.04	-2.52
20060106061500	0.06	-2.5
20060106064500	0.01	-2.48
20060106071500	0.04	-2.48
20060106074500	0.02	-2.45
20060106081500	0.02	-2.45
20060106084500	0.02	-2.46
20060106091500	0.01	-2.47
20060106094500	-0.01	-2.48
20060106101500	-0.02	-2.51
20060106104500	NaN	-2.55
20060106111500	0.03	-2.6
20060106114500	0.05	-2.64
20060106121500	0.01	-2.68
20060106124500	0.04	-2.76
20060106131500	0.01	-2.77
20060106134500	0.03	-2.9
20060106141500	NaN	-2.94
20060106144500	-0.04	-3
20060106151500	0.04	-3.04
20060106154500	-0.01	-3.08
20060106161500	-0.04	-3.17
20060106164500	-0.02	-3.19
20060106171500	-0.02	-3.22
20060106174500	0.01	-3.28
20060106181500	0.01	-3.31
20060106184500	-0.02	-3.33
20060106191500	0.02	-3.38
20060106194500	0.01	-3.46
20060106201500	NaN	-3.51
20060106204500	NaN	-3.54
20060106211500	0.04	-3.55
20060106214500	0.11	-3.61
20060106221500	0.08	-3.65
20060106224500	0.01	-3.73
20060106231500	0.04	-3.77
20060106234500	0.09	-3.81
20060107001500	0.09	-3.9
20060107004500	0.03	-4.07
20060107011500	0.04	-4.12
20060107014500	NaN	-4.3
20060107021500	-0.01	-4.46
20060107024500	-0.01	-4.65
20060107031500	0.03	-4.71
20060107034500	0.07	-4.9
20060107041500	0.05	-4.91
20060107044500	0.06	-4.95
20060107051500	0.09	-4.94
20060107054500	0.08	-4.85
20060107061500	0.09	-4.76
20060107064500	0.05	-4.66
20060107071500	0.04	-4.46
20060107074500	0.04	-4.06
20060107081500	0.06	-3.89
20060107084500	-0.03	-3.56
20060107091500	0.06	-3.02
20060107094500	0.08	-3.22
20060107101500	-0.01	-3.24
20060107104500	0.03	-2.72
20060107111500	0.02	-2.36
20060107114500	0.04	-2.34
20060107121500	0.24	-2.33
20060107124500	0.01	-2.42
20060107131500	-0.03	-2.4
20060107134500	0.05	-2.17
20060107141500	0.03	-2.17
20060107144500	0.02	-2.21
20060107151500	0.03	-2.2
20060107154500	NaN	-2.2
20060107161500	-0.01	-2.16
20060107164500	-0.02	-2.04
20060107171500	-0.01	-1.95
20060107174500	0.06	-1.97
20060107181500	0.03	-2.11
20060107184500	0.01	-2.36
20060107191500	NaN	-2.51
20060107194500	0.02	-2.95
20060107201500	-0.01	-3.62
20060107204500	0.02	-3.58
20060107211500	-0.01	-3.68
20060107214500	NaN	-3.61
20060107221500	0.03	-3.76
20060107224500	0.08	-3.32
20060107231500	0.1	-1.87
20060107234500	0.07	-0.84
20060108001500	0.14	1.6
20060108004500	0.08	-0.23
20060108011500	0.09	-1.82
20060108014500	0.11	-0.51
20060108021500	0.17	0.02
20060108024500	0.1	-1
20060108031500	0.1	-1.05
20060108034500	0.14	-2.58
20060108041500	0.18	-2.39
20060108044500	0.14	-1.74
20060108051500	0.14	-2.53
20060108054500	0.11	-2.79
20060108061500	0.09	-2.65
20060108064500	0.12	-2.61
20060108071500	0.11	-2.48
20060108074500	0.13	-2.31
20060108081500	0.11	-2.2
20060108084500	0.14	-2.38
20060108091500	0.22	-2.52
20060108094500	0.13	-3.29
20060108101500	0.11	-3.7
20060108104500	0.07	-3.86
20060108111500	0.1	-4.2
20060108114500	0.09	-4.33
20060108121500	0.06	-4.26
20060108124500	0.14	-4.6
20060108131500	0.11	-4.92
20060108134500	0.08	-5.11
20060108141500	0.09	-5.43
20060108144500	0.04	-5.71
20060108151500	0.07	-6.38
20060108154500	0.12	-7.11
20060108161500	0.07	-7.6
20060108164500	0.02	-7.37
20060108171500	0.01	-7.03
20060108174500	0.02	-6.78
20060108181500	0.05	-6.46
20060108184500	0.06	-6.09
20060108191500	-0.01	-5.73
20060108194500	0.02	-5.35
20060108201500	-0.03	-5.07
20060108204500	0.02	-4.82
20060108211500	NaN	-4.58
20060108214500	-0.01	-4.35
20060108221500	-0.02	-4.23
20060108224500	0.02	-4.12
20060108231500	-0.03	-4.08
20060108234500	-0.01	-4.07
20060109001500	-0.01	-4.08
20060109004500	NaN	-4.11
20060109011500	-0.01	-4.1
20060109014500	0.05	-4.08
20060109021500	-0.02	-4.08
20060109024500	0.01	-4.06
20060109031500	0.06	-4.01
20060109034500	-0.03	-3.91
20060109041500	0.02	-3.77
20060109044500	NaN	-3.66
20060109051500	0.05	-3.57
20060109054500	0.01	-3.46
20060109061500	0.05	-3.38
20060109064500	NaN	-3.32
20060109071500	0.03	-3.28
20060109074500	-0.06	-3.2
20060109081500	-0.03	-3.12
20060109084500	-0.03	-3.06
20060109091500	0.01	-3.04
20060109094500	0.04	-3
20060109101500	0.02	-3.03
20060109104500	-0.02	-3.07
20060109111500	0.02	-3.13
20060109114500	0.02	-3.05
20060109121500	-0.01	-3.11
20060109124500	0.04	-3.18
20060109131500	-0.01	-3.22
20060109134500	-0.02	-3.38
20060109141500	0.01	-3.37
20060109144500	NaN	-3.47
20060109151500	-0.01	-3.71
20060109154500	0.05	-3.81
20060109161500	0.03	-3.93
20060109164500	0.06	-3.96
20060109171500	0.15	-4.16
20060109174500	0.42	-4.2
20060109181500	0.42	-4.43
20060109184500	0.57	-4.41
20060109191500	0.62	-4.48
20060109194500	0.29	-4.69
20060109201500	0.22	-4.88
20060109204500	0.12	-5.01
20060109211500	0.02	-5.18
20060109214500	0.06	-5.37
20060109221500	0.03	-5.57
20060109224500	0.02	-5.65
20060109231500	0.05	-5.79
20060109234500	0.11	-5.97
20060110001500	0.41	-6.16
20060110004500	0.17	-6.5
20060110011500	0.09	-6.74
20060110014500	0.14	-7.02
20060110021500	0.36	-7.23
20060110024500	0.87	-7.2
20060110031500	0.99	-7.16
20060110034500	0.78	-7.11
20060110041500	0.73	-6.86
20060110044500	0.65	-6.75
20060110051500	0.68	-6.57
20060110054500	0.85	-6.06
20060110061500	0.93	-5.85
20060110064500	1.32	-5.72
20060110071500	1.61	-5.57
20060110074500	1.81	-5.42
20060110081500	1.65	-5.26
20060110084500	1.63	-5.04
20060110091500	1.63	-4.74
20060110094500	1.52	-4.4
20060110101500	1.32	-4
20060110104500	0.84	-4.05
20060110111500	0.77	-3.89
20060110114500	0.6	-3.65
20060110121500	0.61	-3.49
20060110124500	0.75	-3.2
20060110131500	NaN	NaN
20060110134500	0.49	-2.81
20060110141500	0.51	-2.65
20060110144500	0.51	-2.53
20060110151500	0.52	-2.46
20060110154500	NaN	NaN
20060110161500	0.55	-2.28
20060110164500	0.68	-2.16
20060110171500	0.88	-1.9
20060110174500	1.26	-1.61
20060110181500	1.46	-1.36
20060110184500	1.44	-1.13
20060110191500	1.38	-0.95
20060110194500	NaN	NaN
20060110201500	NaN	NaN
20060110204500	NaN	NaN
20060110211500	NaN	NaN
20060110214500	NaN	NaN
20060110221500	NaN	NaN
20060110224500	NaN	NaN
20060110231500	NaN	NaN
20060110234500	NaN	NaN
20060111001500	NaN	NaN
20060111004500	NaN	NaN
20060111011500	NaN	NaN
20060111014500	NaN	NaN
20060111021500	NaN	NaN
20060111024500	NaN	NaN
20060111031500	NaN	NaN
20060111034500	NaN	NaN
20060111041500	NaN	NaN
20060111044500	NaN	NaN
20060111051500	NaN	NaN
20060111054500	NaN	NaN
20060111061500	NaN	NaN
20060111064500	NaN	NaN
20060111071500	NaN	NaN
20060111074500	NaN	NaN
20060111081500	NaN	NaN
20060111084500	0.38	-0.43
20060111091500	0.29	-0.36
20060111094500	0.23	-0.3
20060111101500	0.26	-0.26
20060111104500	0.18	-0.23
20060111111500	0.18	-0.1
20060111114500	0.15	0.05
20060111121500	0.24	0.16
20060111124500	0.22	0.25
20060111131500	0.16	0.39
20060111134500	0.2	0.49
20060111141500	0.17	0.55
20060111144500	0.19	0.64
20060111151500	0.15	0.7
20060111154500	0.1	0.68
20060111161500	0.18	0.69
20060111164500	0.13	0.72
20060111171500	0.1	0.76
20060111174500	0.13	0.79
20060111181500	0.13	0.82
20060111184500	0.14	0.87
20060111191500	0.16	0.93
20060111194500	0.11	0.96
20060111201500	0.19	1.01
20060111204500	0.14	1.05
20060111211500	0.13	1.07
20060111214500	0.13	1.09
20060111221500	0.1	1.14
20060111224500	0.05	1.08
20060111231500	0.09	0.94
20060111234500	0.03	0.82
20060112001500	0.07	0.62
20060112004500	0.01	0.53
20060112011500	0.05	0.55
20060112014500	0.02	0.63
20060112021500	0.08	0.66
20060112024500	0.07	0.61
20060112031500	NaN	0.84
20060112034500	0.1	0.91
20060112041500	0.05	0.65
20060112044500	0.04	0.56
20060112051500	0.06	0.6
20060112054500	0.04	0.78
20060112061500	0.02	0.98
20060112064500	NaN	1.04
20060112071500	0.01	1.07
20060112074500	-0.01	1.08
20060112081500	0.01	0.98
20060112084500	0.08	0.73
20060112091500	0.01	0.48
20060112094500	-0.02	0.35
20060112101500	NaN	0.27
20060112104500	0.01	0.44
20060112111500	0.03	0.49
20060112114500	NaN	NaN
20060112121500	NaN	NaN
20060112124500	NaN	NaN
20060112131500	NaN	NaN
20060112134500	NaN	0.84
20060112141500	0.05	0.8
20060112144500	NaN	0.68
20060112151500	0.01	0.52
20060112154500	-0.03	0.4
20060112161500	0.01	0.23
20060112164500	NaN	0.03
20060112171500	0.01	-0.06
20060112174500	0.01	-0.03
20060112181500	-0.01	0.05
20060112184500	-0.01	0.15
20060112191500	-0.01	0.19
20060112194500	0.01	0.2
20060112201500	0.03	0.31
20060112204500	0.01	0.38
20060112211500	0.02	0.25
20060112214500	0.08	0.09
20060112221500	0.01	0.01
20060112224500	0.02	-0.1
20060112231500	0.01	-0.29
20060112234500	0.04	-0.54
20060113001500	NaN	-0.75
20060113004500	0.08	-0.9
20060113011500	0.04	-1.18
20060113014500	0.07	-1.08
20060113021500	-0.04	-1
20060113024500	0.02	-1.42
20060113031500	0.04	-1.8
20060113034500	NaN	-1.81
20060113041500	0.07	-2.02
20060113044500	0.19	-2.1
20060113051500	0.47	-2.11
20060113054500	0.42	-2.14
20060113061500	0.49	-1.89
20060113064500	0.38	-1.9
20060113071500	0.24	-2.21
20060113074500	0.12	-2.62
20060113081500	0.1	-2.61
20060113084500	0.12	-2.3
20060113091500	0.03	-1.96
20060113094500	-0.01	-1.69
20060113101500	-0.01	-1.35
20060113104500	0.04	-1.16
20060113111500	-0.02	-0.99
20060113114500	0.02	-0.76
20060113121500	NaN	-0.52
20060113124500	0.03	-0.37
20060113131500	0.01	-0.23
20060113134500	NaN	-0.14
20060113141500	-0.02	-0.04
20060113144500	0.03	-0.01
20060113151500	-0.01	0.02
20060113154500	0.05	0.06
20060113161500	0.01	0.04
20060113164500	0.04	-0.02
20060113171500	-0.02	-0.07
20060113174500	0.03	-0.15
20060113181500	-0.03	-0.24
20060113184500	-0.01	-0.37
20060113191500	-0.01	-0.53
20060113194500	0.02	-0.7
20060113201500	0.1	-0.82
20060113204500	0.01	-0.95
20060113211500	0.04	-1.05
20060113214500	0.05	-1.23
20060113221500	0.02	-1.44
20060113224500	0.01	-1.55
20060113231500	0.04	-1.57
20060113234500	-0.03	-1.66
20060114001500	-0.01	-1.72
20060114004500	0.03	-1.91
20060114011500	NaN	-2.08
20060114014500	-0.01	-2.1
20060114021500	0.08	-2.02
20060114024500	0.12	-1.94
20060114031500	0.09	-1.81
20060114034500	0.22	-1.69
20060114041500	0.4	-1.49
20060114044500	0.18	-1.22
20060114051500	0.08	-1.3
20060114054500	0.02	-1.58
20060114061500	0.04	-1.82
20060114064500	-0.03	-1.94
20060114071500	0.02	-2.14
20060114074500	0.01	-2.27
20060114081500	0.35	-2.5
20060114084500	0.23	-2.72
20060114091500	0.08	-2.96
20060114094500	0.07	-3.16
20060114101500	0.02	-3.45
20060114104500	0.01	-3.56
20060114111500	0.07	-3.49
20060114114500	0.06	-3.38
20060114121500	0.17	-3.31
20060114124500	0.19	-3.2
20060114131500	0.19	-3.04
20060114134500	0.14	-2.84
20060114141500	0.14	-2.66
20060114144500	0.16	-2.57
20060114151500	0.18	-2.47
20060114154500	0.17	-2.37
20060114161500	0.12	-2.35
20060114164500	0.15	-2.22
20060114171500	0.04	-2.16
20060114174500	0.12	-2.06
20060114181500	0.11	-2.04
20060114184500	0.09	-2.09
20060114191500	0.14	-2.09
20060114194500	0.11	-2.08
20060114201500	0.07	-1.95
20060114204500	0.08	-1.87
20060114211500	0.03	-1.89
20060114214500	0.05	-2.04
20060114221500	0.27	-2.16
20060114224500	0.1	-2.41
20060114231500	NaN	-2.88
20060114234500	-0.03	-3.13
20060115001500	0.02	-3.18
