2016	1	1	0	0	0	29.976
2016	1	1	1	0	0	30.644
2016	1	1	2	0	0	32.058
2016	1	1	3	0	0	33.091
2016	1	1	4	0	0	32.056
2016	1	1	5	0	0	30.296
2016	1	1	6	0	0	30.511
2016	1	1	7	0	0	30.318
2016	1	1	8	0	0	29.892
2016	1	1	9	0	0	32.083
2016	1	1	10	0	0	32.558
2016	1	1	11	0	0	31.666
2016	1	1	12	0	0	31.112
2016	1	1	13	0	0	31.733
2016	1	1	14	0	0	31.048
2016	1	1	15	0	0	30.588
2016	1	1	16	0	0	30.622
2016	1	1	17	0	0	28.82
2016	1	1	18	0	0	26.767
2016	1	1	19	0	0	25.111
2016	1	1	20	0	0	23.636
2016	1	1	21	0	0	23.041
2016	1	1	22	0	0	22.947
2016	1	1	23	0	0	21.151
2016	1	2	0	0	0	22.284
2016	1	2	1	0	0	22.321
2016	1	2	2	0	0	21.109
2016	1	2	3	0	0	20.166
2016	1	2	4	0	0	18.923
2016	1	2	5	0	0	20.046
2016	1	2	6	0	0	19.97
2016	1	2	7	0	0	20.601
2016	1	2	8	0	0	21.831
2016	1	2	9	0	0	19.148
2016	1	2	10	0	0	19.471
2016	1	2	11	0	0	17.906
2016	1	2	12	0	0	22.158
2016	1	2	13	0	0	20.473
2016	1	2	14	0	0	20.127
2016	1	2	15	0	0	18.995
2016	1	2	16	0	0	17.636
2016	1	2	17	0	0	17.45
2016	1	2	18	0	0	17.361
2016	1	2	19	0	0	15.852
2016	1	2	20	0	0	16.312
2016	1	2	21	0	0	15.183
2016	1	2	22	0	0	15.561
2016	1	2	23	0	0	16.274
2016	1	3	0	0	0	16.628
2016	1	3	1	0	0	16.131
2016	1	3	2	0	0	13.79
2016	1	3	3	0	0	15.849
2016	1	3	4	0	0	19.9
2016	1	3	5	0	0	24.197
2016	1	3	6	0	0	26.211
2016	1	3	7	0	0	25.773
2016	1	3	8	0	0	25.61
2016	1	3	9	0	0	26.329
2016	1	3	10	0	0	28.044
2016	1	3	11	0	0	26.205
2016	1	3	12	0	0	25.819
2016	1	3	13	0	0	25.067
2016	1	3	14	0	0	25.034
2016	1	3	15	0	0	24.843
2016	1	3	16	0	0	24.891
2016	1	3	17	0	0	25.747
2016	1	3	18	0	0	27.336
2016	1	3	19	0	0	28.552
2016	1	3	20	0	0	31.18
2016	1	3	21	0	0	28.812
2016	1	3	22	0	0	28.735
2016	1	3	23	0	0	28.193
2016	1	4	0	0	0	27.558
2016	1	4	1	0	0	26.992
2016	1	4	2	0	0	26.627
2016	1	4	3	0	0	25.5
2016	1	4	4	0	0	24.506
2016	1	4	5	0	0	23.026
2016	1	4	6	0	0	22.152
2016	1	4	7	0	0	20.869
2016	1	4	8	0	0	19.773
2016	1	4	9	0	0	19.195
2016	1	4	10	0	0	19.313
2016	1	4	11	0	0	19.511
2016	1	4	12	0	0	18.791
2016	1	4	13	0	0	18.696
2016	1	4	14	0	0	19.944
2016	1	4	15	0	0	20.199
2016	1	4	16	0	0	20.782
2016	1	4	17	0	0	21.051
2016	1	4	18	0	0	21.563
2016	1	4	19	0	0	21.839
2016	1	4	20	0	0	21.223
2016	1	4	21	0	0	21.163
2016	1	4	22	0	0	20.915
2016	1	4	23	0	0	20.468
2016	1	5	0	0	0	20.63
2016	1	5	1	0	0	20.451
2016	1	5	2	0	0	20.147
2016	1	5	3	0	0	19.911
2016	1	5	4	0	0	19.247
2016	1	5	5	0	0	19.813
2016	1	5	6	0	0	21.371
2016	1	5	7	0	0	23.153
2016	1	5	8	0	0	21.65
2016	1	5	9	0	0	21.44
2016	1	5	10	0	0	21.372
2016	1	5	11	0	0	21.451
2016	1	5	12	0	0	22.037
2016	1	5	13	0	0	22.579
2016	1	5	14	0	0	22.198
2016	1	5	15	0	0	21.142
2016	1	5	16	0	0	20.505
2016	1	5	17	0	0	20.511
2016	1	5	18	0	0	20.274
2016	1	5	19	0	0	19.792
2016	1	5	20	0	0	19.079
2016	1	5	21	0	0	18.669
2016	1	5	22	0	0	18.02
2016	1	5	23	0	0	18.253
2016	1	6	0	0	0	17.933
2016	1	6	1	0	0	17.598
2016	1	6	2	0	0	17.502
2016	1	6	3	0	0	17.283
2016	1	6	4	0	0	17.163
2016	1	6	5	0	0	15.983
2016	1	6	6	0	0	15.511
2016	1	6	7	0	0	15.438
2016	1	6	8	0	0	15.21
2016	1	6	9	0	0	14.983
